"VIN","County","City","Year","Make","Model","Range"
"5YJ3E1EB6J","Jefferson","Port Townsend",2018,"WallE","Alpha",215
"5YJ3E1EB7J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EC7L","King","Newcastle",2020,"WallE","Alpha",308
"5YJXCBE21J","Clark","Vancouver",2018,"WallE","Delta",238
"5YJ3E1EA9K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EB0J","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCDE23L","King","Seattle",2020,"WallE","Delta",289
"5YJSA1E45F","Clark","Vancouver",2015,"WallE","Beta",208
"5YJ3E1EA1L","King","Kirkland",2020,"WallE","Alpha",266
"5YJ3E1EAXJ","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EA4J","King","Duvall",2018,"WallE","Alpha",215
"5YJYGDEEXL","Clark","Vancouver",2020,"WallE","Omega",291
"5YJ3E1EC1L","Kitsap","Bainbridge Island",2020,"WallE","Alpha",308
"5YJ3E1EB3L","King","Burien",2020,"WallE","Alpha",322
"5YJSA1E14H","Clark","Vancouver",2017,"WallE","Beta",210
"5YJ3E1EA6J","King","Redmond",2018,"WallE","Alpha",215
"5YJXCAE2XJ","Yakima","Zillah",2018,"WallE","Delta",238
"5YJXCAE21L","King","Kirkland",2020,"WallE","Delta",293
"5YJ3E1EA8L","Clark","Ridgefield",2020,"WallE","Alpha",266
"5YJSA1H18E","King","Bellevue",2014,"WallE","Beta",208
"5YJ3E1EB0K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCAE24L","Clark","Vancouver",2020,"WallE","Delta",293
"5YJ3E1EB9J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE20H","Clark","Camas",2017,"WallE","Delta",200
"5YJYGDEE4L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EA3L","King","Kirkland",2020,"WallE","Alpha",266
"5YJ3E1EC7L","Clark","Vancouver",2020,"WallE","Alpha",308
"5YJSA1E20H","King","Sammamish",2017,"WallE","Beta",210
"5YJYGDEE7L","King","Redmond",2020,"WallE","Omega",291
"5YJSA4H23F","Clark","Vancouver",2015,"WallE","Beta",208
"5YJ3E1EBXL","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJSA1DN6D","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EB0J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EA4L","King","Redmond",2020,"WallE","Alpha",266
"5YJ3E1EA4J","Snohomish","Mukilteo",2018,"WallE","Alpha",215
"5YJ3E1EA0K","King","Renton",2019,"WallE","Alpha",220
"5YJXCBE23L","King","Lake Forest Park",2020,"WallE","Delta",293
"5YJSA1E20L","Clark","Brush Prairie",2020,"WallE","Beta",330
"5YJ3E1EB7J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EAXK","King","Medina",2019,"WallE","Alpha",220
"5YJSA1E25G","King","Kirkland",2016,"WallE","Beta",210
"5YJ3E1EA7L","King","Bellevue",2020,"WallE","Alpha",266
"5YJXCDE29G","King","Sammamish",2016,"WallE","Delta",200
"5YJSA1E26G","King","Bellevue",2016,"WallE","Beta",210
"5YJ3E1EC8L","King","Seattle",2020,"WallE","Alpha",308
"5YJ3E1EB2J","Kitsap","Olalla",2018,"WallE","Alpha",215
"5YJSA1H18E","King","Seattle",2014,"WallE","Beta",208
"5YJSA1E27J","King","Bellevue",2018,"WallE","Beta",249
"5YJ3E1EA4J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJSA1H25F","Kitsap","Bainbridge Island",2015,"WallE","Beta",208
"5YJ3E1EA5J","Yakima","Yakima",2018,"WallE","Alpha",215
"5YJXCBE24J","King","Kent",2018,"WallE","Delta",238
"5YJSA1E21K","King","Kirkland",2019,"WallE","Beta",270
"5YJ3E1EA7L","King","Maple Valley",2020,"WallE","Alpha",266
"5YJ3E1EB8J","King","Redmond",2018,"WallE","Alpha",215
"5YJXCBE2XL","Clark","Vancouver",2020,"WallE","Delta",293
"5YJ3E1EB9J","Thurston","Tumwater",2018,"WallE","Alpha",215
"5YJSA1H23F","King","Kirkland",2015,"WallE","Beta",208
"5YJXCBE2XJ","King","Bellevue",2018,"WallE","Delta",238
"5YJXCDE24H","King","Federal Way",2017,"WallE","Delta",200
"5YJSA1H19F","Clark","Vancouver",2015,"WallE","Beta",208
"5YJYGDEE7L","King","Seattle",2020,"WallE","Omega",291
"5YJXCAE21H","King","Kirkland",2017,"WallE","Delta",200
"5YJXCDE29J","Snohomish","Lynnwood",2018,"WallE","Delta",238
"5YJ3E1EB4K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EA8J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E48K","King","Seattle",2019,"WallE","Beta",270
"5YJ3E1EBXJ","King","Bellevue",2018,"WallE","Alpha",215
"5YJXCBE22H","King","Bellevue",2017,"WallE","Delta",200
"5YJ3E1EB4K","King","Kirkland",2019,"WallE","Alpha",220
"5YJ3E1EA0J","King","Auburn",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCAE42K","Thurston","Tenino",2019,"WallE","Delta",289
"5YJ3E1EAXL","King","Bellevue",2020,"WallE","Alpha",266
"5YJYGDEE9L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJSA1E47J","Clark","Vancouver",2018,"WallE","Beta",249
"5YJ3E1EA3L","King","Shoreline",2020,"WallE","Alpha",266
"5YJ3E1EA0L","Jefferson","Port Ludlow",2020,"WallE","Alpha",266
"5YJ3E1ECXL","King","Seattle",2020,"WallE","Alpha",308
"5YJXCDE21L","King","Redmond",2020,"WallE","Delta",289
"5YJ3E1EA7L","King","Sammamish",2020,"WallE","Alpha",266
"5YJ3E1EA3J","King","Mercer Island",2018,"WallE","Alpha",215
"5YJ3E1EB7L","King","Seattle",2020,"WallE","Alpha",322
"5YJSA1E25J","Clark","Vancouver",2018,"WallE","Beta",249
"5YJ3E1EB2J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E27J","King","Renton",2018,"WallE","Beta",249
"5YJYGDEEXL","Clark","Vancouver",2020,"WallE","Omega",291
"5YJXCDE23J","King","Bellevue",2018,"WallE","Delta",238
"5YJ3E1EBXJ","King","Clyde Hill",2018,"WallE","Alpha",215
"5YJXCDE24H","King","Burien",2017,"WallE","Delta",200
"5YJ3E1EBXK","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA0J","King","Medina",2018,"WallE","Alpha",215
"5YJXCBE22K","King","Bellevue",2019,"WallE","Delta",289
"5YJXCBE23H","King","Bellevue",2017,"WallE","Delta",200
"5YJXCDE22K","King","Bellevue",2019,"WallE","Delta",289
"5YJXCAE23L","King","Kirkland",2020,"WallE","Delta",293
"5YJ3E1EA2K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1E20G","King","Sammamish",2016,"WallE","Beta",210
"5YJ3E1EB5K","King","Sammamish",2019,"WallE","Alpha",220
"5YJSA1H17E","King","Bellevue",2014,"WallE","Beta",208
"5YJ3E1ECXL","Kitsap","Kingston",2020,"WallE","Alpha",308
"5YJ3E1EB1J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCDE25L","King","Burien",2020,"WallE","Delta",289
"5YJXCDE25K","King","Seattle",2019,"WallE","Delta",289
"5YJXCAE2XL","King","Kirkland",2020,"WallE","Delta",293
"5YJ3E1EB3L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA7K","King","Shoreline",2019,"WallE","Alpha",220
"5YJSA1E21J","King","Bellevue",2018,"WallE","Beta",249
"5YJ3E1EB8J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E2XJ","Clark","Vancouver",2018,"WallE","Beta",249
"5YJ3E1EB9J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJXCDE26H","Clark","Vancouver",2017,"WallE","Delta",200
"5YJ3E1EB0J","Snohomish","Stanwood",2018,"WallE","Alpha",215
"5YJYGDEE3L","King","Redmond",2020,"WallE","Omega",291
"5YJ3E1EB2K","King","Redmond",2019,"WallE","Alpha",220
"5YJXCBE25J","King","Bellevue",2018,"WallE","Delta",238
"5YJSA1H16E","King","Bellevue",2014,"WallE","Beta",208
"5YJSA1CN6D","King","Bellevue",2013,"WallE","Beta",208
"5YJYGDEE0L","King","Shoreline",2020,"WallE","Omega",291
"5YJSA1E24J","King","Redmond",2018,"WallE","Beta",249
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E28H","King","Seattle",2017,"WallE","Beta",210
"5YJYGDEE1L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EAXJ","King","Redmond",2018,"WallE","Alpha",215
"5YJSA1CN6D","King","Bellevue",2013,"WallE","Beta",208
"5YJYGDEE5L","King","Kent",2020,"WallE","Omega",291
"5YJYGDEE9L","King","Kirkland",2020,"WallE","Omega",291
"5YJ3E1EB8K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCBE40L","Kitsap","Bremerton",2020,"WallE","Delta",293
"5YJXCDE2XL","Clark","Vancouver",2020,"WallE","Delta",289
"5YJYGDEE8L","King","Tukwila",2020,"WallE","Omega",291
"5YJSA1E29H","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EA9K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJYGDEE1L","King","Renton",2020,"WallE","Omega",291
"5YJ3E1EB9L","Yakima","Yakima",2020,"WallE","Alpha",322
"5YJ3E1EA0J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EBXK","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EBXJ","King","Kent",2018,"WallE","Alpha",215
"5YJ3E1EB7J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EA6K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EA7L","King","Woodinville",2020,"WallE","Alpha",266
"5YJSA1E24G","King","North Bend",2016,"WallE","Beta",210
"5YJSA1E26J","King","Kirkland",2018,"WallE","Beta",249
"5YJ3E1EA6J","King","Covington",2018,"WallE","Alpha",215
"5YJ3E1EB3J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EB2L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA3J","King","Shoreline",2018,"WallE","Alpha",215
"5YJ3E1EB0L","King","Renton",2020,"WallE","Alpha",322
"5YJSA1DP1D","Kitsap","Bainbridge Island",2013,"WallE","Beta",208
"5YJ3E1EB0K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E28H","King","Auburn",2017,"WallE","Beta",210
"5YJXCDE24J","King","Bellevue",2018,"WallE","Delta",238
"5YJXCBE21J","King","Federal Way",2018,"WallE","Delta",238
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE22H","King","Bellevue",2017,"WallE","Delta",200
"5YJ3E1EB8J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJYGDEE9L","King","Federal Way",2020,"WallE","Omega",291
"5YJ3E1EA6K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCDE26J","King","Bellevue",2018,"WallE","Delta",238
"5YJ3E1EA6J","Island","Coupeville",2018,"WallE","Alpha",215
"5YJ3E1EB6K","Clark","La Center",2019,"WallE","Alpha",220
"5YJ3E1EB5L","Stevens","Nine Mile Falls",2020,"WallE","Alpha",322
"5YJSA1E23H","King","Beaux Arts",2017,"WallE","Beta",210
"5YJSA1E40J","King","Seattle",2018,"WallE","Beta",249
"5YJYGDEE4L","King","Issaquah",2020,"WallE","Omega",291
"5YJ3E1EB4L","King","Kirkland",2020,"WallE","Alpha",322
"5YJYGDEE3L","King","Sammamish",2020,"WallE","Omega",291
"5YJSA1CP8C","King","Auburn",2012,"WallE","Beta",265
"5YJ3E1EA2L","Clark","Camas",2020,"WallE","Alpha",266
"5YJSA1E49K","King","Seattle",2019,"WallE","Beta",270
"5YJXCAE29H","King","Bellevue",2017,"WallE","Delta",200
"5YJSA1DP3C","King","Kirkland",2012,"WallE","Beta",265
"5YJ3E1EA4L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EA0K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB8J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EBXL","King","Federal Way",2020,"WallE","Alpha",322
"5YJ3E1EB9L","King","Sammamish",2020,"WallE","Alpha",322
"5YJSA1DP1D","King","Kent",2013,"WallE","Beta",208
"5YJ3E1EB2J","King","Burien",2018,"WallE","Alpha",215
"5YJ3E1EBXK","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E49K","King","Bellevue",2019,"WallE","Beta",270
"5YJXCBE27K","Clark","Vancouver",2019,"WallE","Delta",289
"5YJ3E1EB2K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJXCDE20L","King","Maple Valley",2020,"WallE","Delta",289
"5YJ3E1EA6K","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EAXJ","King","Renton",2018,"WallE","Alpha",215
"5YJ3E1EA2K","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EA3J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB7K","Yakima","Yakima",2019,"WallE","Alpha",220
"5YJ3E1EA9L","King","Kent",2020,"WallE","Alpha",266
"5YJ3E1EA0L","Cowlitz","Longview",2020,"WallE","Alpha",266
"5YJ3E1ECXL","Clark","Vancouver",2020,"WallE","Alpha",308
"5YJ3E1EB6J","Yakima","Union Gap",2018,"WallE","Alpha",215
"5YJ3E1EA5L","Clark","Vancouver",2020,"WallE","Alpha",266
"5YJ3E1EA8J","Thurston","Yelm",2018,"WallE","Alpha",215
"5YJSA1E22H","King","Bellevue",2017,"WallE","Beta",210
"5YJ3E1EB7L","King","Kirkland",2020,"WallE","Alpha",322
"5YJ3E1EA4J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB8J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE24H","King","Kirkland",2017,"WallE","Delta",200
"5YJXCBE25J","King","Sammamish",2018,"WallE","Delta",238
"5YJXCAE21J","King","Renton",2018,"WallE","Delta",238
"5YJ3E1EB0J","King","Redmond",2018,"WallE","Alpha",215
"5YJSA1E29H","King","Seattle",2017,"WallE","Beta",210
"5YJXCAE43G","King","Bellevue",2016,"WallE","Delta",200
"5YJYGDEE3L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EB9K","King","Redmond",2019,"WallE","Alpha",220
"5YJXCBE46L","King","Redmond",2020,"WallE","Delta",293
"5YJ3E1EA7J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA9J","King","Seattle",2018,"WallE","Alpha",215
"5YJYGDEE3L","King","Bothell",2020,"WallE","Omega",291
"5YJ3E1EA4J","King","Renton",2018,"WallE","Alpha",215
"5YJ3E1EAXL","King","Kent",2020,"WallE","Alpha",266
"5YJSA1CN7D","King","Bellevue",2013,"WallE","Beta",208
"5YJ3E1EA6K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCAE29L","King","Renton",2020,"WallE","Delta",293
"5YJ3E1EA5L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB9L","King","Kent",2020,"WallE","Alpha",322
"5YJSA1H1XE","King","Seattle",2014,"WallE","Beta",208
"5YJYGDEF1L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EA2K","King","Kirkland",2019,"WallE","Alpha",220
"5YJYGDEE1L","King","Kirkland",2020,"WallE","Omega",291
"5YJSA1CG7D","King","Bellevue",2013,"WallE","Beta",208
"5YJYGDEE1L","King","Federal Way",2020,"WallE","Omega",291
"5YJSA1E22G","King","Issaquah",2016,"WallE","Beta",210
"5YJ3E1EA1J","King","Renton",2018,"WallE","Alpha",215
"5YJYGDEE2L","King","Kirkland",2020,"WallE","Omega",291
"5YJ3E1EA3J","King","Renton",2018,"WallE","Alpha",215
"5YJYGDEE5L","King","Normandy Park",2020,"WallE","Omega",291
"5YJXCBE43G","King","Auburn",2016,"WallE","Delta",200
"5YJXCBE20J","Snohomish","Woodway",2018,"WallE","Delta",238
"5YJ3E1EB9L","King","Seattle",2020,"WallE","Alpha",322
"5YJYGDEE1L","Kitsap","Port Orchard",2020,"WallE","Omega",291
"5YJYGDEFXL","King","Seattle",2020,"WallE","Omega",291
"5YJXCDE23L","King","Kent",2020,"WallE","Delta",289
"5YJSA1E17G","King","Sammamish",2016,"WallE","Beta",210
"5YJ3E1EB7L","King","Bellevue",2020,"WallE","Alpha",322
"5YJXCAE46J","King","Sammamish",2018,"WallE","Delta",238
"5YJ3E1EB1L","King","Kenmore",2020,"WallE","Alpha",322
"5YJ3E1EA2K","King","Sammamish",2019,"WallE","Alpha",220
"5YJSA1H27E","King","Bellevue",2014,"WallE","Beta",208
"5YJXCDE43L","King","Bellevue",2020,"WallE","Delta",289
"5YJXCAE25H","King","Bellevue",2017,"WallE","Delta",200
"5YJXCBE20H","King","Sammamish",2017,"WallE","Delta",200
"5YJ3E1EB4K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EA9L","King","Maple Valley",2020,"WallE","Alpha",266
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB1J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB5K","Snohomish","Mukilteo",2019,"WallE","Alpha",220
"5YJSA1E22H","Thurston","Olympia",2017,"WallE","Beta",210
"5YJ3E1EA7L","King","Bellevue",2020,"WallE","Alpha",266
"5YJXCBE22J","King","Bellevue",2018,"WallE","Delta",238
"5YJXCBE20G","King","Renton",2016,"WallE","Delta",200
"5YJXCDE22J","King","Sammamish",2018,"WallE","Delta",238
"5YJ3E1EB3J","King","Issaquah",2018,"WallE","Alpha",215
"5YJYGDEE8L","King","Sammamish",2020,"WallE","Omega",291
"5YJXCBE26K","Clark","Ridgefield",2019,"WallE","Delta",289
"5YJSA1DP7C","King","Bellevue",2012,"WallE","Beta",265
"5YJ3E1EA0J","King","Duvall",2018,"WallE","Alpha",215
"5YJ3E1EA7J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB7L","Jefferson","Port Townsend",2020,"WallE","Alpha",322
"5YJ3E1EA8J","King","Des Moines",2018,"WallE","Alpha",215
"5YJ3E1EA1K","King","Renton",2019,"WallE","Alpha",220
"5YJ3E1EBXJ","King","Shoreline",2018,"WallE","Alpha",215
"5YJ3E1EA3J","King","Covington",2018,"WallE","Alpha",215
"5YJ3E1EA8J","King","Woodinville",2018,"WallE","Alpha",215
"5YJ3E1EB9J","Cowlitz","Longview",2018,"WallE","Alpha",215
"5YJ3E1EB1J","King","Kent",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EB0L","Clark","Battle Ground",2020,"WallE","Alpha",322
"5YJYGDEE9L","King","Auburn",2020,"WallE","Omega",291
"5YJSA1E16G","Cowlitz","Longview",2016,"WallE","Beta",210
"5YJSA1E23L","King","Auburn",2020,"WallE","Beta",330
"5YJ3E1EA0J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1DN7D","King","Auburn",2013,"WallE","Beta",208
"5YJ3E1EB2L","Kitsap","Bainbridge Island",2020,"WallE","Alpha",322
"5YJSA1H15E","King","Seattle",2014,"WallE","Beta",208
"5YJXCBE27L","King","Seattle",2020,"WallE","Delta",293
"5YJSA1E24J","King","Bellevue",2018,"WallE","Beta",249
"5YJ3E1EAXK","King","Kirkland",2019,"WallE","Alpha",220
"5YJXCAE2XK","King","Auburn",2019,"WallE","Delta",289
"5YJ3E1EB8L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJ3E1EB5K","King","Bellevue",2019,"WallE","Alpha",220
"5YJYGDEF2L","Kitsap","Bremerton",2020,"WallE","Omega",291
"5YJ3E1EB3L","King","Seattle",2020,"WallE","Alpha",322
"5YJSA1H21F","King","Bellevue",2015,"WallE","Beta",208
"5YJSA1E20K","King","Kirkland",2019,"WallE","Beta",270
"5YJ3E1EB7K","King","Auburn",2019,"WallE","Alpha",220
"5YJ3E1EA3L","King","Newcastle",2020,"WallE","Alpha",266
"5YJSA1DP4D","King","Kirkland",2013,"WallE","Beta",208
"5YJSA1E22H","King","Duvall",2017,"WallE","Beta",210
"5YJ3E1EB0J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB9K","King","Enumclaw",2019,"WallE","Alpha",220
"5YJ3E1EB2J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E22G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA2L","King","Redmond",2020,"WallE","Alpha",266
"5YJSA1H15F","Kitsap","Bremerton",2015,"WallE","Beta",208
"5YJSA1S12E","Yakima","Yakima",2014,"WallE","Beta",208
"5YJYGDEE6L","King","Duvall",2020,"WallE","Omega",291
"5YJ3E1EA9J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB3J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EB4J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EB3K","King","Kent",2019,"WallE","Alpha",220
"5YJ3E1EA0J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E15H","King","Kent",2017,"WallE","Beta",210
"5YJSA1CN5D","King","Seattle",2013,"WallE","Beta",208
"5YJXCAE23G","King","Seattle",2016,"WallE","Delta",200
"5YJ3E1EA6L","Thurston","Olympia",2020,"WallE","Alpha",266
"5YJ3E1EB6K","Kitsap","Poulsbo",2019,"WallE","Alpha",220
"5YJXCBE43G","King","Bellevue",2016,"WallE","Delta",200
"5YJ3E1EA2L","Clark","Vancouver",2020,"WallE","Alpha",266
"5YJXCDE49H","King","Seatac",2017,"WallE","Delta",200
"5YJ3E1EB0L","King","Seattle",2020,"WallE","Alpha",322
"5YJXCAE26G","King","Bellevue",2016,"WallE","Delta",200
"5YJSA1E40G","Clark","Vancouver",2016,"WallE","Beta",210
"5YJ3E1EB4J","Kitsap","Kingston",2018,"WallE","Alpha",215
"5YJ3E1EA8L","King","Kirkland",2020,"WallE","Alpha",266
"5YJ3E1EB2L","King","Renton",2020,"WallE","Alpha",322
"5YJ3E1EA4K","Snohomish","Mill Creek",2019,"WallE","Alpha",220
"5YJXCDE25H","King","Renton",2017,"WallE","Delta",200
"5YJ3E1EC6L","King","Sammamish",2020,"WallE","Alpha",308
"5YJYGDEE4L","King","Kirkland",2020,"WallE","Omega",291
"5YJXCBE28H","King","Bellevue",2017,"WallE","Delta",200
"5YJSA1E2XH","King","Bellevue",2017,"WallE","Beta",210
"5YJ3E1EB7J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1AC6D","Clark","Vancouver",2013,"WallE","Beta",208
"5YJSA1H28F","Clark","Battle Ground",2015,"WallE","Beta",208
"5YJYGDEE6L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EA3J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1E23G","Clark","Camas",2016,"WallE","Beta",210
"5YJYGDEE6L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJYGDEEXL","King","Issaquah",2020,"WallE","Omega",291
"5YJYGDEE5L","King","Kirkland",2020,"WallE","Omega",291
"5YJYGDEF0L","King","Renton",2020,"WallE","Omega",291
"5YJSA1S1XE","King","Sammamish",2014,"WallE","Beta",208
"5YJXCAE46K","King","Bellevue",2019,"WallE","Delta",289
"5YJXCBE47K","King","Mercer Island",2019,"WallE","Delta",289
"5YJSA1E29G","King","Bothell",2016,"WallE","Beta",210
"5YJYGDEE3L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EA3J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6L","King","Seattle",2020,"WallE","Alpha",322
"5YJXCAE2XL","King","Redmond",2020,"WallE","Delta",293
"5YJSA1H2XE","Snohomish","Snohomish",2014,"WallE","Beta",208
"5YJ3E1EA3J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EC9L","King","Kent",2020,"WallE","Alpha",308
"5YJXCAE26L","King","Bellevue",2020,"WallE","Delta",293
"5YJYGDEF0L","King","Duvall",2020,"WallE","Omega",291
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E23J","King","Sammamish",2018,"WallE","Beta",249
"5YJSA1S12F","King","Seattle",2015,"WallE","Beta",208
"5YJXCDE27H","King","Kirkland",2017,"WallE","Delta",200
"5YJ3E1EC8L","King","Seattle",2020,"WallE","Alpha",308
"5YJXCDE28J","King","Seattle",2018,"WallE","Delta",238
"5YJXCBE23H","King","Seattle",2017,"WallE","Delta",200
"5YJSA1DN6D","King","Covington",2013,"WallE","Beta",208
"5YJ3E1EA1L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB2L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB7J","King","Kent",2018,"WallE","Alpha",215
"5YJ3E1EB5L","King","Kirkland",2020,"WallE","Alpha",322
"5YJ3E1EA4J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA1J","King","Maple Valley",2018,"WallE","Alpha",215
"5YJ3E1EBXK","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EA0J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EA7L","King","Bellevue",2020,"WallE","Alpha",266
"5YJYGDEF2L","Snohomish","Lake Stevens",2020,"WallE","Omega",291
"5YJ3E1EB9J","Island","Oak Harbor",2018,"WallE","Alpha",215
"5YJ3E1EA7J","Jefferson","Brinnon",2018,"WallE","Alpha",215
"5YJSA1E41L","King","Auburn",2020,"WallE","Beta",337
"5YJ3E1EAXL","King","Burien",2020,"WallE","Alpha",266
"5YJ3E1EAXJ","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EA2J","King","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA9K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1E18G","Clark","Vancouver",2016,"WallE","Beta",210
"5YJYGDEE5L","King","Burien",2020,"WallE","Omega",291
"5YJSA1H25F","King","Kirkland",2015,"WallE","Beta",208
"5YJSA1H10E","Snohomish","Tulalip",2014,"WallE","Beta",208
"5YJ3E1EBXL","King","Redmond",2020,"WallE","Alpha",322
"5YJ3E1EB9L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJXCBE41G","Clark","Vancouver",2016,"WallE","Delta",200
"5YJ3E1EA0L","King","Kirkland",2020,"WallE","Alpha",266
"5YJXCAE26K","King","Shoreline",2019,"WallE","Delta",289
"5YJ3E1EA8J","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EB8J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJ3E1EA1L","Snohomish","Snohomish",2020,"WallE","Alpha",266
"5YJ3E1EB5K","Thurston","Rainier",2019,"WallE","Alpha",220
"5YJ3E1EA5K","Kitsap","Bainbridge Island",2019,"WallE","Alpha",220
"5YJ3E1EB1J","King","Renton",2018,"WallE","Alpha",215
"5YJSA1E2XJ","King","Sammamish",2018,"WallE","Beta",249
"5YJSA1E24G","King","Bellevue",2016,"WallE","Beta",210
"5YJYGDEE6L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
